brand,topic,sentiment,text,date,month,source,likes,shares
Chanel,nouvelle collection,négatif,Seat more. Chanel nouvelle collection May class large.,2025-02-06,2025-02,TikTok,956,445
Chanel,influenceurs,positif,Practice easy actually receive power. Chanel influenceurs But here with artist region.,2025-06-07,2025-06,TikTok,4936,298
Balenciaga,green fashion,neutre,Pay discover budget drop reality. Balenciaga green fashion Sea until but.,2025-01-26,2025-01,TikTok,3345,952
Chanel,influenceurs,positif,Place someone point heart still. Chanel influenceurs Current national this prevent.,2025-04-07,2025-04,TikTok,4160,36
Louis Vuitton,green fashion,négatif,Subject can research free resource. Louis Vuitton green fashion Coach common girl method.,2025-03-06,2025-03,Instagram,4905,84
Louis Vuitton,nouvelle collection,négatif,Development main piece identify statement. Louis Vuitton nouvelle collection Cold stay serve by.,2025-04-11,2025-04,Instagram,4883,452
Chanel,défilé,négatif,Consider at opportunity body. Chanel défilé By rise fight final.,2025-02-05,2025-02,TikTok,1491,886
Dior,influenceurs,négatif,Artist truth change really as. Dior influenceurs Pick instead action miss.,2025-02-08,2025-02,TikTok,1911,775
Chanel,collab,positif,Yeah similar difference. Chanel collab According security democratic personal.,2025-02-04,2025-02,Instagram,3461,822
Balenciaga,green fashion,neutre,Leave room night. Balenciaga green fashion Republican fact source understand why.,2025-02-27,2025-02,Instagram,4074,385
Balenciaga,green fashion,positif,Professional light town. Balenciaga green fashion Listen method financial account.,2025-05-23,2025-05,TikTok,64,172
Dior,durabilité,négatif,Piece candidate win different. Dior durabilité Person allow must smile yeah.,2025-05-05,2025-05,Instagram,1833,376
Dior,influenceurs,négatif,Child improve. Dior influenceurs Establish enjoy major.,2025-02-05,2025-02,TikTok,3472,685
Louis Vuitton,inflation,positif,Travel reveal too. Louis Vuitton inflation Water just.,2025-04-18,2025-04,Instagram,3089,362
Chanel,durabilité,positif,Including executive outside. Chanel durabilité Trip across strong.,2025-04-17,2025-04,TikTok,842,559
Gucci,durabilité,neutre,Shake oil hour us detail. Gucci durabilité Pick interest.,2025-01-08,2025-01,Instagram,4418,891
Dior,défilé,négatif,Get play. Dior défilé Fire strategy.,2025-01-30,2025-01,TikTok,2816,141
Louis Vuitton,green fashion,neutre,Building lead. Louis Vuitton green fashion Yard under.,2025-01-30,2025-01,Instagram,2500,887
Louis Vuitton,inflation,négatif,Student stage stand chair. Louis Vuitton inflation Later ok.,2025-02-21,2025-02,Instagram,337,918
Dior,nouvelle collection,négatif,Home send commercial. Dior nouvelle collection That car remember war seem.,2025-05-09,2025-05,TikTok,3320,118
Dior,défilé,neutre,Once attention ok whom. Dior défilé Theory magazine.,2025-06-09,2025-06,Instagram,3310,277
Chanel,inflation,positif,Do cost. Chanel inflation Rule hold close collection.,2025-03-24,2025-03,TikTok,3685,726
Balenciaga,nouvelle collection,négatif,Energy it. Balenciaga nouvelle collection Grow memory get.,2025-04-26,2025-04,Instagram,3064,220
Balenciaga,collab,neutre,Direction protect he bank. Balenciaga collab Forward should account foreign.,2025-01-12,2025-01,TikTok,2153,905
Louis Vuitton,influenceurs,négatif,Their ten discuss improve truth. Louis Vuitton influenceurs His identify scientist condition tough.,2025-05-22,2025-05,Instagram,1321,26
Dior,influenceurs,négatif,Day detail. Dior influenceurs Receive allow art entire.,2025-03-27,2025-03,TikTok,3201,521
Louis Vuitton,collab,positif,Theory century American represent. Louis Vuitton collab Theory few.,2025-04-20,2025-04,Instagram,2548,783
Louis Vuitton,green fashion,négatif,Though total American. Louis Vuitton green fashion Affect center.,2025-01-18,2025-01,TikTok,3993,10
Louis Vuitton,défilé,positif,Lay break pay goal. Louis Vuitton défilé Century left.,2025-05-12,2025-05,Instagram,4557,984
Balenciaga,collab,négatif,Natural book professor decade forward. Balenciaga collab War any color central phone.,2025-01-28,2025-01,TikTok,174,378
Gucci,green fashion,neutre,Improve network job. Gucci green fashion Guy bed but send.,2025-05-10,2025-05,TikTok,4287,633
Balenciaga,inflation,neutre,Bar tonight husband. Balenciaga inflation Continue paper late.,2025-04-08,2025-04,TikTok,832,637
Chanel,inflation,neutre,Stage lot check address. Chanel inflation Above under day prove.,2025-05-02,2025-05,Instagram,953,682
Louis Vuitton,durabilité,négatif,Try bring. Louis Vuitton durabilité Thought office available.,2025-02-09,2025-02,TikTok,4435,584
Balenciaga,inflation,négatif,Throughout born you then. Balenciaga inflation Same record blue.,2025-05-06,2025-05,Instagram,784,152
Louis Vuitton,influenceurs,négatif,Crime create. Louis Vuitton influenceurs Week into practice.,2025-01-10,2025-01,TikTok,2208,720
Chanel,inflation,négatif,Table product difference. Chanel inflation Woman little sound address.,2025-04-07,2025-04,Instagram,3166,49
Chanel,durabilité,négatif,Bed serve none sometimes reflect. Chanel durabilité House tell.,2025-03-18,2025-03,TikTok,4252,154
Louis Vuitton,influenceurs,négatif,Simply college both defense. Louis Vuitton influenceurs Blood TV.,2025-02-13,2025-02,Instagram,3705,859
Balenciaga,influenceurs,négatif,Away environment partner upon. Balenciaga influenceurs Tree challenge at.,2025-02-19,2025-02,Instagram,3462,293
Louis Vuitton,inflation,négatif,Statement determine practice herself. Louis Vuitton inflation Various reflect six conference.,2025-03-20,2025-03,TikTok,924,580
Chanel,défilé,négatif,Question improve yourself. Chanel défilé Tough artist citizen.,2025-04-14,2025-04,Instagram,1318,50
Louis Vuitton,influenceurs,positif,High former. Louis Vuitton influenceurs Still themselves wrong make.,2025-01-09,2025-01,Instagram,4187,664
Balenciaga,défilé,positif,Speak five. Balenciaga défilé Recent look firm.,2025-05-18,2025-05,TikTok,523,531
Dior,collab,positif,Less read. Dior collab Mind high yard Mrs.,2025-05-11,2025-05,Instagram,1930,612
Balenciaga,collab,positif,Finally organization treatment next. Balenciaga collab Recently country.,2025-01-23,2025-01,Instagram,3604,60
Balenciaga,collab,neutre,Crime industry herself anyone nothing. Balenciaga collab Exactly hope within under.,2025-02-03,2025-02,Instagram,4851,167
Chanel,durabilité,positif,Think board center during. Chanel durabilité Offer compare agent.,2025-04-13,2025-04,TikTok,1419,202
Dior,durabilité,positif,Home involve. Dior durabilité Exist often hear truth.,2025-03-25,2025-03,Instagram,4812,857
Balenciaga,défilé,négatif,Detail page bag just. Balenciaga défilé Skin prove main.,2025-04-25,2025-04,TikTok,4576,146
Chanel,collab,neutre,Indeed cost suggest. Chanel collab Consider manager against note.,2025-01-17,2025-01,Instagram,3200,915
Dior,durabilité,positif,Spring each house might matter. Dior durabilité Next data series.,2025-05-30,2025-05,Instagram,4501,676
Louis Vuitton,influenceurs,positif,Program plant. Louis Vuitton influenceurs Young chair budget.,2025-02-23,2025-02,Instagram,1565,970
Chanel,défilé,négatif,Religious child discuss tonight money. Chanel défilé Low right half force.,2025-01-24,2025-01,TikTok,814,993
Chanel,nouvelle collection,négatif,Young make feeling. Chanel nouvelle collection Radio idea trip president sister.,2025-02-03,2025-02,Instagram,1289,439
Louis Vuitton,collab,négatif,Follow attention alone. Louis Vuitton collab Wish who.,2025-01-22,2025-01,Instagram,3587,242
Louis Vuitton,collab,neutre,Director over material mean tell. Louis Vuitton collab Itself hotel great.,2025-02-28,2025-02,TikTok,2911,581
Gucci,nouvelle collection,positif,Cold amount. Gucci nouvelle collection Certain take generation popular attack.,2025-02-13,2025-02,Instagram,1397,687
Louis Vuitton,inflation,négatif,Begin dog front sure. Louis Vuitton inflation Deep Mr save fire skill.,2025-05-07,2025-05,TikTok,4698,561
Dior,nouvelle collection,neutre,House whether area two. Dior nouvelle collection Garden allow most about.,2025-02-07,2025-02,TikTok,2771,483
Louis Vuitton,inflation,neutre,Capital represent. Louis Vuitton inflation Glass executive son boy.,2025-05-17,2025-05,Instagram,2689,108
Chanel,nouvelle collection,positif,Sometimes action campaign tonight. Chanel nouvelle collection West coach network cause join.,2025-04-28,2025-04,TikTok,2116,226
Balenciaga,green fashion,négatif,Near indeed. Balenciaga green fashion Customer pretty.,2025-03-28,2025-03,Instagram,4233,673
Louis Vuitton,défilé,négatif,Either mission the loss. Louis Vuitton défilé Your month.,2025-04-27,2025-04,TikTok,4841,631
Gucci,inflation,neutre,Five late. Gucci inflation Bank trouble share chance.,2025-05-25,2025-05,TikTok,2778,661
Louis Vuitton,inflation,neutre,Nor model also. Louis Vuitton inflation Wonder whose officer list.,2025-05-29,2025-05,Instagram,3963,977
Gucci,défilé,positif,While book indeed. Gucci défilé Call order idea travel.,2025-01-12,2025-01,TikTok,3196,662
Dior,nouvelle collection,positif,Performance picture community. Dior nouvelle collection Continue general.,2025-01-19,2025-01,TikTok,3290,432
Louis Vuitton,collab,négatif,Eight indeed. Louis Vuitton collab Win hair.,2025-03-28,2025-03,TikTok,2583,805
Balenciaga,influenceurs,neutre,Truth case pull. Balenciaga influenceurs Would bill seem.,2025-06-05,2025-06,TikTok,4626,655
Balenciaga,influenceurs,négatif,Today do. Balenciaga influenceurs Require attention.,2025-01-17,2025-01,TikTok,2609,419
Gucci,nouvelle collection,neutre,Method foreign visit TV. Gucci nouvelle collection Gas season door.,2025-05-09,2025-05,Instagram,4043,988
Dior,inflation,neutre,Moment leave something ball. Dior inflation Off beyond help well.,2025-02-16,2025-02,TikTok,246,455
Balenciaga,inflation,positif,Service sister present class. Balenciaga inflation Leg will partner.,2025-02-03,2025-02,Instagram,1314,160
Louis Vuitton,durabilité,neutre,Contain go number. Louis Vuitton durabilité Mr near question.,2025-02-08,2025-02,TikTok,3440,523
Balenciaga,influenceurs,positif,Consider itself certainly person. Balenciaga influenceurs Soon now want.,2025-03-07,2025-03,Instagram,1311,650
Gucci,inflation,positif,Market child daughter. Gucci inflation Control treat every seek chair.,2025-05-07,2025-05,Instagram,2551,969
Gucci,green fashion,négatif,Nor much shoulder. Gucci green fashion Wait return.,2025-05-05,2025-05,TikTok,2061,590
Gucci,inflation,neutre,Level upon. Gucci inflation Allow fall might address.,2025-02-01,2025-02,TikTok,451,77
Louis Vuitton,green fashion,négatif,Peace system rule perhaps. Louis Vuitton green fashion Window near lay fine.,2025-05-18,2025-05,TikTok,2086,509
Dior,influenceurs,négatif,Teach market above general. Dior influenceurs Politics allow reach.,2025-01-07,2025-01,Instagram,3190,441
Dior,collab,neutre,Last wish. Dior collab Pull Republican.,2025-06-11,2025-06,TikTok,2667,254
Gucci,défilé,positif,Consumer else fast. Gucci défilé Data create positive.,2025-03-28,2025-03,Instagram,3808,921
Louis Vuitton,défilé,négatif,Include Republican. Louis Vuitton défilé Reduce matter wish.,2025-01-14,2025-01,Instagram,814,770
Louis Vuitton,influenceurs,neutre,Memory she part save. Louis Vuitton influenceurs Prevent part.,2025-03-02,2025-03,Instagram,84,320
Dior,durabilité,positif,Score current reality law. Dior durabilité Above born international.,2025-01-11,2025-01,TikTok,2185,803
Balenciaga,défilé,neutre,Realize third. Balenciaga défilé Building focus artist.,2025-01-16,2025-01,TikTok,3934,263
Balenciaga,nouvelle collection,négatif,Clearly sport example. Balenciaga nouvelle collection Model water.,2025-06-09,2025-06,Instagram,2099,597
Louis Vuitton,inflation,négatif,Wrong usually film professor. Louis Vuitton inflation Edge no when.,2025-06-04,2025-06,Instagram,50,658
Gucci,durabilité,neutre,Skill trial realize benefit idea. Gucci durabilité Relationship other.,2025-02-08,2025-02,TikTok,2091,835
Louis Vuitton,green fashion,neutre,Mission feeling. Louis Vuitton green fashion Particularly clearly bag smile.,2025-02-19,2025-02,Instagram,4693,554
Dior,green fashion,positif,Decade south. Dior green fashion Pass development.,2025-01-15,2025-01,TikTok,1632,374
Balenciaga,nouvelle collection,positif,Other various. Balenciaga nouvelle collection All few economy.,2025-05-01,2025-05,Instagram,351,637
Chanel,influenceurs,négatif,Appear investment talk report memory. Chanel influenceurs Assume change.,2025-05-26,2025-05,TikTok,4062,167
Chanel,durabilité,positif,Yeah card tree financial. Chanel durabilité Middle lead cost.,2025-02-06,2025-02,Instagram,2084,937
Dior,durabilité,neutre,Herself despite gas. Dior durabilité Notice society study office nothing.,2025-05-09,2025-05,TikTok,655,753
Dior,défilé,négatif,Describe health real kid. Dior défilé Yard grow mind happy.,2025-01-01,2025-01,Instagram,4836,459
Balenciaga,collab,négatif,Former water between. Balenciaga collab Table again.,2025-04-12,2025-04,TikTok,4273,999
Balenciaga,durabilité,neutre,Add that dog. Balenciaga durabilité Several agent high group.,2025-04-20,2025-04,TikTok,619,280
Balenciaga,influenceurs,neutre,Begin go language doctor sit. Balenciaga influenceurs Fly discover your election civil.,2025-02-07,2025-02,Instagram,464,700
Balenciaga,défilé,neutre,Feel finally final. Balenciaga défilé Form sell article go.,2025-04-13,2025-04,Instagram,2963,302
Dior,défilé,positif,Left control. Dior défilé Commercial others material allow attorney.,2025-02-20,2025-02,TikTok,1718,531
Dior,influenceurs,négatif,Such those technology leg then. Dior influenceurs Serve stuff impact.,2025-04-21,2025-04,Instagram,3482,580
Dior,green fashion,positif,Eat huge sit step. Dior green fashion Answer almost represent bar.,2025-05-24,2025-05,TikTok,2979,218
Chanel,durabilité,positif,Answer last crime under. Chanel durabilité Take type sister business.,2025-03-30,2025-03,Instagram,3038,102
Balenciaga,influenceurs,négatif,Congress lot fast boy. Balenciaga influenceurs Leader plan can order human.,2025-03-15,2025-03,TikTok,4807,554
Louis Vuitton,collab,neutre,Consumer player news keep. Louis Vuitton collab Add he.,2025-05-09,2025-05,TikTok,2691,288
Louis Vuitton,défilé,neutre,Forward camera long above. Louis Vuitton défilé Something be admit whatever special.,2025-03-24,2025-03,TikTok,3639,167
Balenciaga,collab,négatif,General up modern finally. Balenciaga collab Bank size deep star.,2025-05-20,2025-05,TikTok,4235,621
Gucci,inflation,négatif,Miss summer every service what. Gucci inflation Both left.,2025-01-17,2025-01,TikTok,3077,36
Chanel,green fashion,négatif,Budget agree cause. Chanel green fashion Specific level fire others.,2025-05-19,2025-05,TikTok,1396,744
Dior,durabilité,neutre,Environmental about sound small. Dior durabilité Individual hair.,2025-04-05,2025-04,Instagram,3786,741
Balenciaga,défilé,positif,Social base myself. Balenciaga défilé Window reflect me prevent eat.,2025-01-21,2025-01,Instagram,2876,353
Chanel,collab,neutre,Fear writer. Chanel collab Style respond.,2025-03-24,2025-03,Instagram,4798,676
Louis Vuitton,influenceurs,positif,Television charge visit particularly item. Louis Vuitton influenceurs Writer cold window those throughout.,2025-06-01,2025-06,TikTok,3373,899
Dior,inflation,neutre,Base key now. Dior inflation South while guy section child.,2025-01-08,2025-01,TikTok,4899,73
Gucci,inflation,neutre,Along item either. Gucci inflation Community bit despite.,2025-03-30,2025-03,TikTok,4134,648
Gucci,inflation,négatif,Past away performance. Gucci inflation Structure good along.,2025-02-08,2025-02,TikTok,158,353
Chanel,durabilité,neutre,Record fall rest own movie. Chanel durabilité Girl may term Mr.,2025-01-02,2025-01,Instagram,3860,891
Louis Vuitton,green fashion,négatif,Meeting hope accept. Louis Vuitton green fashion Level difference his.,2025-04-17,2025-04,Instagram,2068,70
Louis Vuitton,green fashion,neutre,Forward TV reach drive article. Louis Vuitton green fashion President can some.,2025-05-30,2025-05,TikTok,1146,425
Balenciaga,inflation,neutre,Possible north. Balenciaga inflation Management defense require they.,2025-05-26,2025-05,Instagram,196,999
Dior,défilé,positif,Smile home wish single available. Dior défilé Billion north.,2025-01-31,2025-01,Instagram,2864,708
Gucci,nouvelle collection,positif,Community simply leader rate law. Gucci nouvelle collection Skill international amount structure place.,2025-05-09,2025-05,TikTok,1260,781
Louis Vuitton,collab,négatif,Usually success start gas. Louis Vuitton collab Writer somebody.,2025-03-15,2025-03,Instagram,1343,561
Chanel,durabilité,positif,In particularly four production church. Chanel durabilité Live little structure along involve.,2025-02-27,2025-02,TikTok,4203,828
Dior,green fashion,négatif,Foot give resource. Dior green fashion Necessary west front learn.,2025-01-12,2025-01,Instagram,4160,642
Louis Vuitton,défilé,négatif,Player film activity exactly. Louis Vuitton défilé Somebody include bank.,2025-03-11,2025-03,TikTok,2721,956
Gucci,collab,positif,Skill boy develop sound. Gucci collab Provide nothing result.,2025-03-01,2025-03,TikTok,4863,517
Gucci,nouvelle collection,neutre,Clear try. Gucci nouvelle collection Woman minute scientist.,2025-03-09,2025-03,TikTok,4511,428
Chanel,nouvelle collection,neutre,Source once. Chanel nouvelle collection Official church any bring.,2025-05-09,2025-05,TikTok,1795,539
Dior,défilé,négatif,Woman wait me. Dior défilé Because trial who wish.,2025-01-20,2025-01,Instagram,760,160
Louis Vuitton,inflation,positif,Do result election sing time. Louis Vuitton inflation His student author development first.,2025-01-09,2025-01,TikTok,1772,149
Gucci,défilé,négatif,Oil feel such check. Gucci défilé Yeah already.,2025-02-05,2025-02,TikTok,3930,776
Balenciaga,inflation,neutre,Certain people other. Balenciaga inflation Off bad position.,2025-02-28,2025-02,TikTok,4470,230
Gucci,influenceurs,neutre,Western through Mr bill. Gucci influenceurs Expert participant.,2025-01-11,2025-01,Instagram,491,712
Gucci,green fashion,positif,Eye great. Gucci green fashion Address too.,2025-01-18,2025-01,TikTok,163,562
Gucci,défilé,négatif,Pretty wait black dark. Gucci défilé Establish last.,2025-03-16,2025-03,Instagram,1534,67
Chanel,durabilité,neutre,Say region. Chanel durabilité Lead baby investment cut.,2025-02-09,2025-02,TikTok,2130,812
Gucci,durabilité,neutre,Decade doctor citizen. Gucci durabilité Lawyer responsibility issue alone these.,2025-04-03,2025-04,Instagram,2353,381
Dior,défilé,négatif,Unit physical add be. Dior défilé Administration range.,2025-05-09,2025-05,Instagram,1250,58
Louis Vuitton,collab,négatif,According else team base move. Louis Vuitton collab Program more same again.,2025-06-14,2025-06,TikTok,70,259
Balenciaga,inflation,neutre,Church how town. Balenciaga inflation Subject important few deal.,2025-02-20,2025-02,Instagram,948,342
Louis Vuitton,inflation,négatif,Make event western and without. Louis Vuitton inflation Improve responsibility.,2025-04-24,2025-04,TikTok,1649,838
Dior,collab,négatif,Director help. Dior collab Then admit response.,2025-01-04,2025-01,TikTok,4130,130
Chanel,défilé,neutre,Music leader high certain. Chanel défilé Seem group tonight.,2025-03-20,2025-03,TikTok,4236,727
Louis Vuitton,nouvelle collection,neutre,Win read source market. Louis Vuitton nouvelle collection Sell commercial whatever talk.,2025-01-02,2025-01,Instagram,3579,172
Chanel,durabilité,négatif,Prepare course table lawyer. Chanel durabilité Upon better.,2025-03-14,2025-03,Instagram,1262,770
Dior,influenceurs,neutre,Society she. Dior influenceurs Factor lay may.,2025-02-18,2025-02,TikTok,4213,614
Chanel,collab,positif,Page measure stay point. Chanel collab Someone across when full.,2025-05-04,2025-05,TikTok,181,209
Chanel,green fashion,positif,Including keep off much. Chanel green fashion Bring significant.,2025-04-29,2025-04,Instagram,1468,803
Chanel,nouvelle collection,positif,Coach somebody. Chanel nouvelle collection Language before piece.,2025-01-14,2025-01,TikTok,3559,354
Louis Vuitton,collab,neutre,Top writer name body. Louis Vuitton collab Entire difficult never.,2025-01-15,2025-01,TikTok,4207,471
Gucci,inflation,neutre,Myself attention notice suddenly total. Gucci inflation Fight rather.,2025-03-10,2025-03,TikTok,2332,798
Balenciaga,inflation,neutre,In create door. Balenciaga inflation Trade seem pass card account.,2025-02-11,2025-02,Instagram,1646,116
Balenciaga,influenceurs,neutre,Speak learn choice after. Balenciaga influenceurs Some item public task.,2025-03-30,2025-03,Instagram,3125,264
Balenciaga,green fashion,neutre,World total stop. Balenciaga green fashion Never take carry expect trouble.,2025-04-30,2025-04,Instagram,4100,662
Dior,collab,négatif,Until ok fall. Dior collab Wide wife father ago baby.,2025-02-14,2025-02,TikTok,3014,812
Louis Vuitton,inflation,négatif,Do expert interesting modern. Louis Vuitton inflation Cause time production.,2025-06-06,2025-06,TikTok,339,442
Dior,durabilité,négatif,Soon safe lot Mrs wrong. Dior durabilité Point foot at hope.,2025-02-20,2025-02,TikTok,3650,548
Balenciaga,défilé,négatif,Evidence available commercial. Balenciaga défilé Argue move.,2025-06-08,2025-06,Instagram,3904,453
Balenciaga,défilé,négatif,Question set early service. Balenciaga défilé Our authority scene.,2025-02-17,2025-02,TikTok,4117,845
Gucci,inflation,positif,Cell best save. Gucci inflation Song of commercial good.,2025-06-12,2025-06,TikTok,1351,477
Louis Vuitton,green fashion,négatif,Which after address public. Louis Vuitton green fashion Place million grow so land.,2025-03-27,2025-03,TikTok,3673,287
Louis Vuitton,influenceurs,positif,Laugh herself money. Louis Vuitton influenceurs Season day end majority.,2025-01-22,2025-01,TikTok,225,303
Balenciaga,nouvelle collection,neutre,Keep check. Balenciaga nouvelle collection Eight same international about paper.,2025-02-24,2025-02,Instagram,348,311
Gucci,inflation,neutre,Child their represent society. Gucci inflation Example side benefit rule bar.,2025-05-13,2025-05,Instagram,4072,208
Balenciaga,durabilité,neutre,Within for many cover discussion. Balenciaga durabilité Fear development figure season someone.,2025-06-14,2025-06,TikTok,2718,618
Louis Vuitton,inflation,neutre,A same. Louis Vuitton inflation Learn money.,2025-05-18,2025-05,Instagram,3162,446
Chanel,green fashion,neutre,Occur way account most. Chanel green fashion Eight then tax.,2025-04-02,2025-04,Instagram,1760,670
Gucci,nouvelle collection,positif,Anything event mention. Gucci nouvelle collection Above recognize process.,2025-02-25,2025-02,TikTok,2431,633
Louis Vuitton,inflation,positif,Experience group charge staff. Louis Vuitton inflation Dream worry history.,2025-02-25,2025-02,TikTok,719,55
Dior,influenceurs,positif,Line painting husband data. Dior influenceurs Color responsibility turn often.,2025-04-09,2025-04,Instagram,3736,912
Balenciaga,influenceurs,positif,Sign race office do company. Balenciaga influenceurs Stay nice together agreement.,2025-06-14,2025-06,TikTok,3652,12
Louis Vuitton,collab,neutre,Lay share among. Louis Vuitton collab Major natural prove have.,2025-04-25,2025-04,Instagram,4003,657
Gucci,inflation,neutre,Political season. Gucci inflation Perform main affect.,2025-04-20,2025-04,TikTok,498,400
Balenciaga,nouvelle collection,positif,Then music little major. Balenciaga nouvelle collection Daughter spend happy physical.,2025-02-13,2025-02,Instagram,56,908
Dior,green fashion,négatif,Wife travel century. Dior green fashion For hard.,2025-02-17,2025-02,TikTok,3369,648
Gucci,inflation,négatif,Statement within. Gucci inflation Heavy while pattern should.,2025-01-28,2025-01,Instagram,4883,980
Balenciaga,défilé,neutre,Factor tree. Balenciaga défilé Ready positive tax face.,2025-04-04,2025-04,Instagram,4816,515
Dior,défilé,négatif,Thing sound ago game. Dior défilé Difficult degree television.,2025-03-13,2025-03,Instagram,410,656
Louis Vuitton,nouvelle collection,neutre,Think face center while. Louis Vuitton nouvelle collection Recent tell between too.,2025-04-23,2025-04,TikTok,4000,542
Gucci,green fashion,négatif,Job factor opportunity business hope. Gucci green fashion While avoid development size many.,2025-02-25,2025-02,Instagram,3167,237
Balenciaga,durabilité,positif,Section what it center. Balenciaga durabilité Group attack.,2025-02-19,2025-02,Instagram,4355,279
Dior,défilé,neutre,Call wonder sea identify. Dior défilé Act rate.,2025-04-20,2025-04,TikTok,400,348
Chanel,green fashion,négatif,Decide wait feeling. Chanel green fashion Hand those sea standard information.,2025-01-25,2025-01,TikTok,3863,627
Gucci,collab,neutre,To yard natural. Gucci collab Throw friend care pull away.,2025-03-11,2025-03,Instagram,4440,104
Louis Vuitton,green fashion,neutre,May two happen use plant. Louis Vuitton green fashion Long thousand clearly.,2025-02-17,2025-02,Instagram,638,630
Gucci,influenceurs,négatif,Sign method popular. Gucci influenceurs Though interview or blood.,2025-05-25,2025-05,TikTok,4242,517
Chanel,influenceurs,neutre,Guy heavy force myself. Chanel influenceurs Decide best.,2025-05-18,2025-05,TikTok,2940,980
Balenciaga,défilé,neutre,Shoulder citizen. Balenciaga défilé Imagine case move.,2025-03-24,2025-03,TikTok,1531,872
Gucci,nouvelle collection,négatif,Commercial whatever leader she while. Gucci nouvelle collection Pass maybe western tend.,2025-02-25,2025-02,TikTok,836,248
Louis Vuitton,green fashion,négatif,Difference follow remember offer group. Louis Vuitton green fashion Wife painting require war.,2025-03-25,2025-03,TikTok,4832,364
Chanel,collab,négatif,Student science audience machine. Chanel collab Go box until.,2025-01-06,2025-01,Instagram,1510,321
Gucci,collab,positif,Safe attorney month. Gucci collab Society security.,2025-03-04,2025-03,TikTok,3304,633
Chanel,collab,positif,Test occur. Chanel collab Prove agent nothing.,2025-02-17,2025-02,Instagram,2429,286
Dior,durabilité,positif,Budget tree support early. Dior durabilité Serious rock floor discussion market.,2025-02-13,2025-02,Instagram,944,149
Balenciaga,durabilité,neutre,Congress time out. Balenciaga durabilité Mind site hand just.,2025-01-05,2025-01,Instagram,3052,84
Balenciaga,défilé,neutre,Course peace play. Balenciaga défilé Exist apply society year.,2025-01-29,2025-01,TikTok,4507,966
Dior,durabilité,neutre,Power individual maybe dark. Dior durabilité Somebody fast question six.,2025-06-04,2025-06,Instagram,1476,406
Chanel,nouvelle collection,négatif,Effect my Mrs. Chanel nouvelle collection Prepare news service interest out.,2025-05-07,2025-05,Instagram,3571,978
Chanel,collab,positif,Food ask. Chanel collab Small serve occur.,2025-01-09,2025-01,TikTok,624,456
Balenciaga,durabilité,positif,Serve test contain. Balenciaga durabilité Consumer light cause.,2025-01-10,2025-01,Instagram,1192,743
Gucci,défilé,négatif,International fall nearly development thank. Gucci défilé Cultural as.,2025-03-13,2025-03,Instagram,3233,800
Dior,influenceurs,neutre,Sometimes office suffer. Dior influenceurs Red responsibility believe process.,2025-05-17,2025-05,TikTok,2677,161
Chanel,inflation,neutre,Police out south wife subject. Chanel inflation Environment shake top must.,2025-04-21,2025-04,Instagram,140,784
Dior,durabilité,neutre,Color whom style clearly. Dior durabilité Upon court along.,2025-05-20,2025-05,Instagram,2993,460
Gucci,collab,neutre,Sometimes Republican. Gucci collab National accept peace.,2025-04-29,2025-04,Instagram,4288,550
Chanel,green fashion,négatif,Nature than model truth. Chanel green fashion Discuss report professor quality save.,2025-03-24,2025-03,TikTok,4469,500
Chanel,green fashion,neutre,Study sing loss summer enough. Chanel green fashion Whole one tree seem enough.,2025-03-29,2025-03,TikTok,48,738
Balenciaga,inflation,négatif,Parent popular available. Balenciaga inflation Draw resource address citizen have.,2025-03-06,2025-03,TikTok,3969,509
Dior,durabilité,négatif,Each onto arrive upon. Dior durabilité Involve miss something.,2025-03-08,2025-03,Instagram,3597,654
Balenciaga,nouvelle collection,négatif,Hard as wall. Balenciaga nouvelle collection Wish until name detail.,2025-03-09,2025-03,Instagram,930,804
Chanel,durabilité,positif,City than another. Chanel durabilité Plant law.,2025-03-17,2025-03,TikTok,2779,481
Balenciaga,collab,négatif,Cold evidence. Balenciaga collab Explain hot card wall develop.,2025-02-21,2025-02,Instagram,4121,663
Louis Vuitton,influenceurs,négatif,Bed tax each image. Louis Vuitton influenceurs Rise address true quite including.,2025-04-07,2025-04,Instagram,502,114
Dior,nouvelle collection,positif,Discuss road consumer. Dior nouvelle collection Develop full surface young.,2025-02-23,2025-02,TikTok,1141,749
Balenciaga,durabilité,positif,Fly available collection TV. Balenciaga durabilité Shoulder treatment yeah option.,2025-04-23,2025-04,TikTok,3531,578
Dior,défilé,positif,Maintain system card with. Dior défilé Black natural lawyer step small.,2025-03-20,2025-03,Instagram,320,361
Dior,inflation,neutre,Figure hear rock mother. Dior inflation Community present impact.,2025-06-10,2025-06,Instagram,748,341
Chanel,durabilité,négatif,True indeed. Chanel durabilité Quality Democrat.,2025-04-12,2025-04,Instagram,3251,770
Louis Vuitton,collab,négatif,History end late. Louis Vuitton collab Local son go.,2025-01-03,2025-01,TikTok,555,987
Dior,défilé,négatif,Lot picture notice green. Dior défilé That right then.,2025-02-22,2025-02,TikTok,2471,761
Louis Vuitton,inflation,neutre,Toward manage. Louis Vuitton inflation Chair half degree course.,2025-04-27,2025-04,TikTok,4356,969
Dior,collab,négatif,Close never career wind scene. Dior collab Mr about human.,2025-01-18,2025-01,TikTok,4864,449
Louis Vuitton,green fashion,positif,Their affect. Louis Vuitton green fashion American house ten under.,2025-06-09,2025-06,Instagram,1814,843
